X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
0,4,4,6,5,4,2,2,2,1,316,1.0,54,80,34,1
0,37,37,0,0,3,5,3,2,1,249,1.0,92,130,34,1
0,25,25,9,0,6,4,1,6,1,316,1.0,92,29,34,1
0,24,24,0,0,5,6,1,6,1,316,1.0,109,119,34,1
0,4,4,6,5,5,6,1,6,1,0,1.0,112,29,34,1
0,4,4,6,5,4,2,1,6,1,316,1.0,112,80,34,1
0,40,40,2,1,5,6,1,6,2,249,2.0,72,29,34,1
0,21,23,4,1,5,6,0,5,1,174,0.0,112,93,43,1
1,19,19,1,3,16,12,5,3,2,274,2.0,54,62,34,0
0,33,32,2,1,6,4,0,5,1,174,0.0,92,93,50,1
0,33,32,2,1,7,1,2,6,1,249,1.0,112,93,34,1
0,37,37,0,0,2,7,2,6,1,249,0.0,34,130,34,1
0,4,4,6,5,7,1,1,6,1,249,1.0,103,62,34,1
0,47,48,7,3,8,3,2,5,2,249,2.0,103,119,34,1
0,21,23,4,1,6,4,1,6,1,316,1.0,84,62,34,1
1,22,22,7,3,18,13,4,2,1,0,1.0,92,142,34,1
0,21,23,4,1,2,7,0,5,1,249,1.0,103,142,34,1
0,5,5,3,5,9,8,2,3,2,316,2.0,103,133,34,1
0,3,2,3,5,3,5,2,6,2,174,2.0,103,29,34,1
0,45,45,10,3,3,5,1,6,1,249,1.0,103,80,34,1
0,47,48,7,3,4,2,1,2,1,249,1.0,98,142,34,1
0,25,25,9,0,3,5,1,2,1,249,1.0,92,29,34,1
5,22,22,7,3,18,13,1,6,1,316,1.0,72,62,34,1
0,33,32,2,1,5,6,1,2,1,316,1.0,112,93,34,1
0,5,5,3,5,5,6,1,6,1,285,1.0,103,25,34,1
0,39,39,6,5,6,4,3,6,1,316,1.0,112,142,34,1
0,45,45,10,3,1,0,0,5,1,249,1.0,113,29,34,1
0,19,19,1,3,8,3,1,6,1,249,1.0,103,87,34,1
0,49,49,6,5,2,7,0,5,4,249,4.0,103,29,34,1
0,17,16,0,0,7,1,2,6,1,249,1.0,72,29,34,1
0,33,32,2,1,5,6,0,5,1,174,0.0,92,138,43,1
0,49,49,6,5,5,6,1,6,1,277,1.0,103,142,34,1
1,39,39,6,5,15,10,2,6,2,0,2.0,72,29,34,1
0,36,34,2,1,1,0,1,5,1,174,0.0,103,93,43,1
1,36,34,2,1,15,10,1,5,1,174,0.0,103,140,43,1
7,36,34,2,1,9,8,0,5,1,249,1.0,92,29,34,1
0,33,32,2,1,6,4,0,5,1,174,0.0,92,119,43,1
0,14,17,9,0,8,3,1,6,1,0,0.0,103,29,34,1
0,3,2,3,5,1,0,0,5,1,174,1.0,98,29,34,1
0,24,24,0,0,8,3,0,5,1,292,1.0,109,142,34,1
0,4,4,6,5,3,5,0,5,1,174,0.0,18,124,46,1
1,42,42,7,3,15,10,1,6,1,0,1.0,103,29,34,1
0,16,15,0,0,1,0,2,2,1,316,1.0,112,103,34,1
1,4,4,6,5,15,10,1,6,1,174,1.0,2,29,34,1
1,22,22,7,3,15,10,0,5,1,174,0.0,112,29,23,1
0,33,32,2,1,7,1,0,5,1,174,0.0,92,93,43,1
0,4,4,6,5,9,8,1,6,1,249,1.0,24,142,34,1
0,24,24,0,0,7,1,1,6,4,73,3.0,72,29,39,0
7,19,19,1,3,9,8,1,6,1,249,1.0,98,29,34,1
0,33,32,2,1,6,4,1,6,1,249,1.0,98,130,34,1
0,4,4,6,5,1,0,0,5,1,174,1.0,103,93,34,1
0,1,0,1,3,8,3,0,5,1,249,1.0,42,142,34,1
0,9,10,7,3,4,2,0,5,1,174,1.0,98,29,34,1
1,44,44,1,3,16,12,2,2,1,0,0.0,87,142,34,1
0,37,37,0,0,4,2,2,2,2,127,2.0,103,80,34,1
1,9,10,7,3,15,10,1,6,1,316,1.0,112,93,34,1
0,37,37,0,0,7,1,0,5,1,174,1.0,103,29,34,1
0,44,44,1,3,2,7,1,6,1,249,1.0,103,29,34,1
0,21,23,4,1,6,4,1,2,2,249,2.0,24,29,34,1
0,3,2,3,5,4,2,1,6,1,316,1.0,72,62,34,1
1,4,4,6,5,12,16,1,6,1,316,1.0,54,29,34,1
0,33,32,2,1,8,3,1,6,1,249,1.0,103,93,34,1
0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,48,1
1,20,20,10,3,16,12,1,6,1,316,1.0,42,29,34,1
1,5,5,3,5,16,12,2,6,2,174,1.0,111,93,24,0
0,4,4,6,5,4,2,1,5,1,249,1.0,72,80,34,1
3,36,34,2,1,9,8,1,5,1,174,1.0,92,62,43,1
1,36,34,2,1,15,10,0,5,1,174,0.0,18,133,46,1
0,4,4,6,5,6,4,0,5,1,174,1.0,103,80,34,1
0,4,4,6,5,3,5,0,5,3,182,1.0,98,29,34,0
0,33,32,2,1,5,6,0,5,1,316,1.0,72,29,34,1
0,36,34,2,1,5,6,1,6,1,0,1.0,92,62,34,1
7,37,37,0,0,9,8,1,5,1,249,1.0,112,93,34,1
0,4,4,6,5,4,2,0,5,1,174,1.0,103,29,34,1
0,38,38,10,3,3,5,1,6,1,249,1.0,103,29,34,1
0,36,34,2,1,1,0,1,2,1,316,1.0,103,62,34,1
0,21,23,4,1,2,7,3,6,1,0,1.0,92,29,34,1
0,4,4,6,5,1,0,10,3,1,316,1.0,72,62,34,1
0,26,27,9,0,3,5,0,5,1,127,0.0,12,29,0,1
0,45,45,10,3,3,5,2,6,4,316,4.0,72,29,34,1
1,37,37,0,0,16,12,1,5,1,218,0.0,72,115,48,1
0,4,4,6,5,8,3,2,6,3,0,3.0,72,29,34,1
0,33,32,2,1,8,3,1,6,1,249,1.0,72,29,34,1
0,3,2,3,5,1,0,1,3,1,249,1.0,103,29,34,1
0,39,39,6,5,3,5,1,6,1,316,1.0,92,62,34,1
7,4,4,6,5,9,8,1,6,1,316,1.0,98,29,34,1
0,21,23,4,1,2,7,1,6,1,174,1.0,103,14,34,1
0,4,4,6,5,1,0,0,5,1,249,1.0,103,62,34,1
0,16,15,0,0,1,0,0,5,1,174,1.0,72,93,34,1
0,45,45,10,3,8,3,0,5,2,174,0.0,18,29,46,1
0,40,40,2,1,3,5,1,6,2,249,2.0,87,29,34,1
1,4,4,6,5,15,10,3,6,1,249,1.0,113,29,34,1
3,19,19,1,3,18,13,1,6,1,316,1.0,112,142,34,1
0,21,23,4,1,2,7,1,2,1,249,1.0,103,142,34,1
0,26,27,9,0,4,2,5,6,1,174,1.0,72,62,34,1
0,40,40,2,1,1,0,1,5,1,174,1.0,92,80,34,1
0,4,4,6,5,3,5,1,6,1,316,1.0,12,62,34,1
0,33,32,2,1,6,4,0,5,1,174,0.0,24,130,0,1
0,17,16,0,0,5,6,1,6,1,249,1.0,103,107,34,1
0,36,34,2,1,1,0,1,2,1,316,1.0,92,140,34,1
0,24,24,0,0,8,3,0,5,3,249,3.0,24,29,34,1
0,33,32,2,1,6,4,1,2,1,249,1.0,92,29,34,1
0,33,32,2,1,6,4,0,5,1,174,0.0,112,93,43,1
1,36,34,2,1,11,17,0,5,1,174,0.0,103,93,43,1
0,33,32,2,1,8,3,1,6,1,249,1.0,103,29,34,1
0,11,11,7,3,3,5,0,5,1,249,1.0,18,142,34,1
1,47,48,7,3,17,11,1,2,1,127,0.0,103,29,34,1
0,4,4,6,5,2,7,1,2,4,263,2.0,72,62,34,0
0,21,23,4,1,2,7,1,6,2,249,2.0,109,62,34,1
0,35,30,3,5,2,7,1,2,1,303,1.0,67,142,34,1
4,44,44,1,3,9,8,1,6,1,249,1.0,92,29,34,1
0,24,24,0,0,6,4,0,5,1,174,1.0,72,107,34,1
1,39,39,6,5,17,11,1,6,1,249,1.0,59,115,34,1
7,5,5,3,5,9,8,1,6,3,249,3.0,110,87,34,1
0,33,32,2,1,8,3,0,5,1,249,1.0,103,93,34,1
1,22,22,7,3,15,10,0,5,1,174,1.0,103,29,34,1
0,4,4,6,5,2,7,1,6,1,249,1.0,103,93,34,1
0,14,17,9,0,7,1,0,5,1,249,1.0,103,107,34,1
0,6,6,4,1,5,6,1,6,2,249,2.0,98,119,34,1
0,19,19,1,3,6,4,0,5,1,0,0.0,98,29,34,1
0,22,22,7,3,8,3,1,6,1,174,1.0,103,29,34,1
0,49,49,6,5,4,2,0,5,1,249,1.0,103,6,34,1
1,9,10,7,3,15,10,1,5,1,174,1.0,103,130,34,1
1,9,10,7,3,15,10,1,5,1,174,0.0,18,29,46,1
0,47,48,7,3,4,2,1,5,1,174,0.0,72,93,0,1
0,4,4,6,5,5,6,1,6,6,249,6.0,72,29,34,1
0,4,4,6,5,1,0,0,5,1,174,1.0,18,133,34,1
0,21,23,4,1,2,7,2,2,1,249,1.0,103,142,34,1
1,36,34,2,1,15,10,0,5,1,249,1.0,92,93,34,1
0,41,41,4,1,4,2,0,5,1,174,1.0,112,107,34,1
0,33,32,2,1,7,1,1,6,1,249,1.0,113,14,34,1
0,28,28,3,5,5,6,0,5,1,249,1.0,103,119,34,1
0,33,32,2,1,8,3,1,6,2,249,2.0,72,103,34,1
0,15,14,3,5,5,6,1,6,1,0,1.0,12,87,34,1
0,24,24,0,0,5,6,2,6,1,0,1.0,98,29,34,1
0,25,25,9,0,3,5,1,6,1,0,1.0,103,29,34,1
0,33,32,2,1,7,1,0,5,1,174,0.0,92,93,48,1
7,49,49,6,5,9,8,1,5,1,249,1.0,40,62,34,1
1,4,4,6,5,16,12,0,5,1,249,1.0,103,29,34,1
0,4,4,6,5,4,2,1,6,1,0,1.0,103,29,34,1
7,6,6,4,1,9,8,0,5,1,174,0.0,31,29,0,1
0,36,34,2,1,1,0,1,6,1,174,0.0,103,93,43,1
0,4,4,6,5,1,0,3,2,3,21,2.0,103,80,34,0
0,49,49,6,5,7,1,2,6,1,0,1.0,72,80,34,1
0,15,14,3,5,4,2,0,5,1,174,0.0,18,93,46,1
1,22,22,7,3,15,10,1,6,1,249,1.0,34,29,34,1
1,9,10,7,3,15,10,1,5,1,249,1.0,103,142,34,1
0,4,4,6,5,4,2,1,6,1,249,1.0,112,29,34,1
0,36,34,2,1,1,0,0,5,1,249,1.0,92,29,34,1
0,33,32,2,1,7,1,0,5,1,249,1.0,84,29,34,1
0,25,25,9,0,7,1,2,6,1,249,1.0,72,29,34,1
0,4,4,6,5,5,6,0,5,1,174,0.0,18,29,46,1
0,46,46,3,5,7,1,1,2,1,316,1.0,112,62,34,1
0,14,17,9,0,5,6,1,6,1,249,1.0,103,133,34,1
0,36,34,2,1,1,0,1,2,1,0,1.0,92,130,34,1
0,4,4,6,5,2,7,2,2,1,249,1.0,103,142,34,1
1,26,27,9,0,15,10,2,6,2,249,2.0,72,29,34,1
0,4,4,6,5,2,7,1,6,3,249,3.0,12,119,34,1
0,4,4,6,5,4,2,2,6,1,316,1.0,72,80,34,1
0,4,4,6,5,5,6,0,5,1,174,1.0,103,93,34,1
0,33,32,2,1,8,3,0,5,1,174,0.0,103,130,43,1
1,4,4,6,5,15,10,0,5,1,174,1.0,103,80,34,1
0,4,4,6,5,5,6,1,6,1,249,1.0,103,62,34,1
1,49,49,6,5,15,10,0,5,1,174,1.0,103,29,34,1
0,4,4,6,5,4,2,0,5,2,174,2.0,103,14,34,1
0,4,4,6,5,3,5,0,5,1,174,1.0,34,14,34,1
7,24,24,0,0,9,8,11,5,1,174,1.0,48,29,34,1
0,4,4,6,5,3,5,0,5,1,174,1.0,103,62,34,1
0,45,45,10,3,7,1,2,6,2,249,2.0,103,103,34,1
0,24,24,0,0,4,2,1,6,1,249,1.0,103,29,34,1
0,36,34,2,1,7,1,4,3,1,0,1.0,92,29,34,1
0,4,4,6,5,2,7,1,1,1,0,1.0,103,62,34,1
0,21,23,4,1,2,7,1,6,1,249,1.0,109,29,34,1
0,43,43,9,0,4,2,1,6,1,316,1.0,103,107,34,1
0,16,15,0,0,4,2,1,6,1,249,1.0,87,29,34,1
1,4,4,6,5,16,12,0,5,1,249,1.0,103,93,34,1
1,38,38,10,3,13,18,1,6,1,249,1.0,54,29,34,1
0,24,24,0,0,6,4,1,5,1,249,1.0,18,87,34,1
0,37,37,0,0,5,6,1,2,1,249,1.0,72,142,34,1
0,37,37,0,0,2,7,0,5,1,243,1.0,103,0,34,1
1,26,27,9,0,17,11,0,5,3,174,3.0,103,29,34,1
0,33,32,2,1,8,3,0,5,1,174,0.0,92,93,50,1
0,21,23,4,1,5,6,1,6,1,249,0.0,103,29,34,1
1,44,44,1,3,16,12,1,6,1,285,0.0,103,107,34,1
1,24,24,0,0,13,18,1,6,1,0,1.0,72,0,34,1
0,37,37,0,0,5,6,1,6,1,174,1.0,103,25,34,1
0,45,45,10,3,5,6,1,6,2,316,2.0,98,107,34,1
0,4,4,6,5,3,5,1,6,2,174,2.0,103,29,34,1
0,44,44,1,3,2,7,0,5,1,174,1.0,103,130,34,1
0,47,48,7,3,6,4,1,6,1,316,1.0,24,29,34,1
0,21,23,4,1,8,3,0,5,1,174,0.0,103,62,34,1
0,6,6,4,1,6,4,1,6,1,316,1.0,98,29,34,1
0,21,23,4,1,7,1,0,5,1,0,1.0,103,29,34,1
0,33,32,2,1,8,3,0,5,1,316,1.0,116,29,34,1
0,16,15,0,0,6,4,1,5,1,174,0.0,24,29,0,1
1,14,17,9,0,12,16,3,6,4,111,4.0,103,29,34,0
0,16,15,0,0,5,6,1,6,1,0,1.0,103,87,34,1
0,16,15,0,0,1,0,3,6,2,316,2.0,109,29,34,1
0,24,24,0,0,6,4,0,5,1,316,1.0,72,142,34,1
0,36,34,2,1,1,0,1,5,1,174,1.0,92,87,43,1
0,34,33,3,5,2,7,1,6,1,316,1.0,72,130,34,1
0,15,14,3,5,6,4,1,6,1,0,1.0,72,29,34,1
0,33,32,2,1,6,4,2,2,1,249,1.0,92,130,34,1
1,36,34,2,1,15,10,1,5,1,174,0.0,92,93,43,1
0,37,37,0,0,6,4,0,5,1,174,1.0,72,107,34,1
7,3,2,3,5,9,8,0,5,12,174,0.0,112,87,46,1
0,15,14,3,5,4,2,2,6,1,316,1.0,72,29,34,1
0,21,23,4,1,5,6,1,6,1,303,1.0,103,138,34,1
0,50,51,0,0,4,2,2,2,1,313,0.0,89,138,0,1
0,3,2,3,5,1,0,2,6,1,249,1.0,72,29,34,1
0,36,34,2,1,1,0,0,5,1,174,0.0,103,93,43,1
0,33,32,2,1,8,3,0,5,1,174,0.0,92,29,43,1
0,45,45,10,3,2,7,0,5,1,174,0.0,112,119,23,1
0,4,4,6,5,4,2,2,3,1,174,0.0,112,119,23,1
0,41,41,4,1,4,2,1,2,1,249,1.0,112,142,34,1
0,37,37,0,0,3,5,2,6,1,249,1.0,72,29,34,1
0,36,34,2,1,1,0,0,5,1,249,1.0,92,93,34,1
0,9,10,7,3,5,6,1,6,1,316,1.0,72,107,34,1
0,4,4,6,5,1,0,0,5,1,174,0.0,30,93,0,1
0,44,44,1,3,4,2,1,2,1,0,1.0,72,93,34,1
0,25,25,9,0,5,6,1,5,1,174,0.0,72,29,43,1
0,33,32,2,1,5,6,1,6,1,249,1.0,103,93,34,1
0,25,25,9,0,5,6,1,6,5,249,5.0,103,29,34,1
0,4,4,6,5,1,0,1,2,1,0,1.0,72,93,34,1
7,17,16,0,0,9,8,0,5,1,249,1.0,112,103,34,1
1,30,35,7,3,11,17,2,6,1,174,1.0,103,29,34,1
0,37,37,0,0,2,7,1,2,1,249,1.0,41,142,34,1
0,4,4,6,5,3,5,0,5,1,303,1.0,72,142,34,1
0,4,4,6,5,6,4,2,6,3,306,2.0,72,29,34,0
0,4,4,6,5,2,7,1,6,1,249,1.0,18,93,34,1
0,45,45,10,3,7,1,0,5,1,328,1.0,92,0,34,1
0,22,22,7,3,2,7,1,6,1,316,1.0,72,29,34,1
0,9,10,7,3,5,6,0,5,1,174,1.0,103,130,34,1
0,4,4,6,5,6,4,0,5,2,179,1.0,103,93,34,0
1,47,48,7,3,15,10,1,5,2,174,0.0,72,29,34,1
0,21,23,4,1,6,4,2,1,1,316,0.0,72,142,34,1
0,21,23,4,1,2,7,3,6,1,0,1.0,92,142,34,1
0,6,6,4,1,4,2,1,5,2,249,2.0,98,93,34,1
0,38,38,10,3,3,5,1,2,1,249,1.0,59,62,34,1
0,3,2,3,5,7,1,0,5,1,174,0.0,59,142,23,1
0,6,6,4,1,6,4,2,5,1,249,1.0,109,62,34,1
0,36,34,2,1,1,0,1,5,1,174,0.0,92,87,43,1
0,4,4,6,5,2,7,1,6,1,316,1.0,72,87,34,1
0,45,45,10,3,2,7,1,6,1,249,1.0,103,107,34,1
0,33,32,2,1,7,1,1,6,1,249,1.0,103,29,34,1
0,36,34,2,1,1,0,1,6,1,303,1.0,92,29,43,1
0,33,32,2,1,8,3,0,5,1,174,0.0,103,29,43,1
0,50,51,0,0,4,2,1,0,1,316,1.0,112,142,34,1
0,45,45,10,3,1,0,0,2,1,316,1.0,112,80,34,1
0,33,32,2,1,6,4,0,5,1,316,1.0,72,29,34,1
0,37,37,0,0,2,7,1,6,1,316,1.0,103,29,34,1
7,14,17,9,0,9,8,0,5,1,174,0.0,112,62,23,1
0,49,49,6,5,6,4,4,6,2,174,2.0,98,130,34,1
0,45,45,10,3,1,0,1,2,2,249,2.0,103,142,34,1
0,46,46,3,5,4,2,1,6,1,174,1.0,103,6,34,1
0,4,4,6,5,6,4,1,2,1,249,1.0,59,80,34,1
1,49,49,6,5,15,10,1,6,1,249,1.0,103,29,34,1
0,33,32,2,1,6,4,1,6,1,249,1.0,116,93,34,1
7,23,21,4,1,9,8,0,5,1,174,0.0,110,29,43,1
0,37,37,0,0,2,7,1,6,1,316,1.0,103,62,34,1
0,29,29,9,0,3,5,1,6,1,290,1.0,103,29,34,1
0,21,23,4,1,6,4,0,5,1,249,0.0,103,29,34,1
0,21,23,4,1,7,1,1,6,2,249,2.0,103,103,34,1
0,33,32,2,1,7,1,1,6,1,316,1.0,103,136,34,1
0,9,10,7,3,5,6,3,6,1,0,1.0,72,107,34,1
0,4,4,6,5,2,7,1,6,2,249,2.0,103,133,34,1
1,4,4,6,5,15,10,1,5,1,249,1.0,103,14,34,1
0,49,49,6,5,8,3,1,6,1,316,1.0,92,29,34,1
0,45,45,10,3,6,4,0,5,1,174,0.0,103,29,0,1
0,24,24,0,0,4,2,0,5,1,249,1.0,116,93,34,1
0,47,48,7,3,4,2,1,6,1,174,1.0,103,29,34,1
1,22,22,7,3,15,10,1,6,1,249,1.0,103,93,34,1
0,45,45,10,3,1,0,3,2,1,0,1.0,98,140,34,1
1,18,18,9,0,16,12,1,6,3,0,3.0,109,29,34,1
0,16,15,0,0,6,4,0,5,1,249,1.0,18,29,34,1
0,33,32,2,1,6,4,0,5,1,174,0.0,92,119,50,1
0,24,24,0,0,7,1,2,6,1,249,1.0,72,107,34,1
1,49,49,6,5,15,10,2,6,2,249,2.0,67,130,34,1
0,4,4,6,5,1,0,1,6,1,0,1.0,103,107,34,1
0,49,49,6,5,7,1,1,5,1,249,1.0,111,29,34,1
0,25,25,9,0,5,6,0,6,2,249,2.0,72,29,34,1
0,36,34,2,1,1,0,0,5,1,102,0.0,18,133,46,1
0,6,6,4,1,5,6,1,6,1,0,1.0,112,29,34,1
0,46,46,3,5,4,2,2,6,1,316,1.0,72,29,34,1
7,45,45,10,3,9,8,1,6,1,249,1.0,92,62,34,1
0,4,4,6,5,6,4,0,5,1,249,1.0,103,14,34,1
1,50,51,0,0,16,12,2,6,3,0,3.0,103,80,34,1
0,2,3,10,3,8,3,2,5,1,174,0.0,98,142,34,1
0,9,10,7,3,5,6,1,6,1,0,1.0,72,29,34,1
7,17,16,0,0,9,8,1,5,1,249,1.0,103,119,34,1
0,24,24,0,0,6,4,1,2,1,0,1.0,72,93,34,1
0,22,22,7,3,2,7,0,5,1,174,0.0,103,29,48,1
0,4,4,6,5,5,6,0,5,1,174,1.0,103,142,34,1
0,39,39,6,5,2,7,1,0,1,316,1.0,72,62,34,1
0,33,32,2,1,6,4,1,6,1,249,1.0,109,62,34,1
0,38,38,10,3,3,5,2,2,1,0,1.0,112,142,34,1
1,4,4,6,5,15,10,1,6,1,0,1.0,103,80,34,1
0,21,23,4,1,2,7,0,5,2,0,2.0,72,29,34,1
0,47,48,7,3,4,2,1,6,1,249,1.0,72,62,34,1
0,33,32,2,1,7,1,0,5,1,174,0.0,92,93,50,1
0,27,26,1,3,7,1,1,2,1,313,0.0,67,136,0,1
0,46,46,3,5,6,4,0,5,1,174,0.0,18,133,0,1
0,37,37,0,0,2,7,2,6,3,179,3.0,76,29,34,0
1,3,2,3,5,16,12,2,6,1,174,1.0,103,29,34,1
1,36,34,2,1,15,10,1,5,1,249,1.0,92,29,34,1
0,4,4,6,5,2,7,0,5,1,249,1.0,103,29,34,1
0,4,4,6,5,6,4,3,1,1,0,1.0,98,93,34,1
0,33,32,2,1,7,1,0,5,1,174,0.0,112,93,43,1
0,33,32,2,1,5,6,0,5,1,174,0.0,103,93,43,1
0,6,6,4,1,5,6,1,2,1,249,1.0,98,142,34,1
0,36,34,2,1,6,4,0,5,1,249,1.0,92,93,34,1
0,16,15,0,0,1,0,1,2,1,316,1.0,72,14,34,1
0,33,32,2,1,7,1,0,5,1,174,0.0,103,80,43,1
0,45,45,10,3,2,7,1,6,3,0,0.0,72,14,34,1
0,29,29,9,0,6,4,1,6,1,174,1.0,92,142,34,1
1,36,34,2,1,15,10,0,5,2,174,0.0,92,29,43,1
0,21,23,4,1,2,7,3,6,1,316,1.0,84,29,34,1
0,33,32,2,1,5,6,0,5,1,174,0.0,98,29,43,1
0,51,50,7,3,5,6,1,2,1,0,0.0,72,142,34,1
1,4,4,6,5,15,10,4,6,90,249,90.0,92,29,34,1
0,37,37,0,0,6,4,1,2,1,313,0.0,67,29,0,1
0,35,30,3,5,4,2,0,5,2,174,2.0,103,29,34,1
0,6,6,4,1,6,4,1,6,1,0,1.0,103,29,34,1
0,4,4,6,5,1,0,1,2,1,316,1.0,103,80,34,1
0,33,32,2,1,5,6,1,6,1,249,1.0,103,29,34,1
0,36,34,2,1,6,4,1,2,1,0,1.0,92,142,34,1
0,24,24,0,0,8,3,0,5,1,74,1.0,103,124,34,1
7,49,49,6,5,9,8,2,6,2,174,2.0,112,29,34,1
0,25,25,9,0,3,5,1,2,1,249,1.0,103,29,34,1
0,7,8,7,3,2,7,2,5,2,316,2.0,72,62,34,1
0,4,4,6,5,1,0,1,1,1,316,1.0,97,80,34,1
1,49,49,6,5,15,10,1,6,2,249,2.0,34,6,34,1
0,39,39,6,5,2,7,1,6,1,0,1.0,72,62,34,1
0,21,23,4,1,2,7,2,2,1,249,1.0,103,62,34,1
1,8,7,7,3,15,10,0,5,1,174,1.0,103,29,34,1
0,36,34,2,1,1,0,1,6,1,316,1.0,92,29,34,1
0,4,4,6,5,1,0,1,6,1,316,1.0,111,130,34,1
0,4,4,6,5,4,2,2,6,3,249,3.0,72,29,34,1
1,44,44,1,3,16,12,1,6,1,174,1.0,103,107,34,1
1,2,3,10,3,16,12,1,6,1,249,1.0,103,29,34,1
0,4,4,6,5,3,5,0,5,1,174,1.0,103,29,34,1
0,24,24,0,0,9,8,0,5,1,325,0.0,112,142,34,1
0,9,10,7,3,4,2,1,6,4,0,4.0,98,29,34,1
0,39,39,6,5,2,7,1,2,1,249,1.0,72,62,34,1
1,36,34,2,1,15,10,0,5,1,174,0.0,92,93,48,1
1,3,2,3,5,15,10,0,5,1,174,0.0,18,93,46,1
0,4,4,6,5,5,6,1,6,1,174,0.0,92,29,0,1
0,33,32,2,1,7,1,0,5,1,174,0.0,92,29,50,1
0,33,32,2,1,9,8,0,5,1,174,0.0,92,29,0,1
0,21,23,4,1,7,1,1,5,1,174,1.0,103,93,34,1
7,22,22,7,3,9,8,0,5,1,174,0.0,112,29,23,1
0,45,45,10,3,3,5,1,6,1,316,1.0,103,80,34,1
0,24,24,0,0,5,6,2,6,1,316,0.0,72,142,34,1
0,33,32,2,1,7,1,1,6,1,174,0.0,92,93,43,1
7,46,46,3,5,9,8,0,5,1,174,0.0,112,62,0,1
0,50,51,0,0,2,7,2,5,1,316,1.0,72,29,34,1
0,4,4,6,5,1,0,0,5,1,249,1.0,103,87,34,1
0,33,32,2,1,6,4,1,6,1,249,1.0,103,80,34,1
0,36,34,2,1,1,0,0,2,1,299,1.0,92,142,34,1
0,16,15,0,0,1,0,3,6,2,0,2.0,72,93,34,1
0,49,49,6,5,7,1,0,5,2,128,2.0,18,124,34,0
0,16,15,0,0,7,1,2,2,1,0,1.0,103,142,34,1
0,21,23,4,1,2,7,1,2,1,249,1.0,103,142,34,1
0,33,32,2,1,6,4,0,5,1,174,0.0,103,93,43,1
0,35,30,3,5,1,0,1,5,1,303,1.0,109,80,34,1
0,4,4,6,5,1,0,1,2,2,21,1.0,88,62,34,0
0,4,4,6,5,2,7,1,6,2,263,1.0,48,29,34,0
0,45,45,10,3,1,0,2,2,1,316,1.0,98,80,34,1
1,37,37,0,0,11,17,1,6,1,316,1.0,103,115,34,1
0,4,4,6,5,5,6,1,6,1,316,1.0,103,93,34,1
0,49,49,6,5,8,3,0,5,1,174,0.0,97,119,23,1
0,24,24,0,0,8,3,0,5,1,174,1.0,103,29,34,1
7,45,45,10,3,9,8,1,6,1,316,1.0,112,93,34,1
0,41,41,4,1,5,6,1,2,1,316,1.0,42,142,34,1
0,24,24,0,0,7,1,0,5,1,174,0.0,97,29,23,1
1,39,39,6,5,12,16,1,6,1,249,1.0,2,62,34,1
0,21,23,4,1,2,7,1,6,2,200,1.0,92,142,34,0
0,24,24,0,0,5,6,1,6,1,249,1.0,72,119,34,1
0,21,23,4,1,2,7,1,6,1,249,1.0,42,87,34,1
0,50,51,0,0,6,4,0,5,1,174,1.0,103,53,34,1
0,5,5,3,5,2,7,0,5,1,249,1.0,111,29,34,1
0,47,48,7,3,7,1,1,2,1,316,1.0,98,142,34,1
0,4,4,6,5,1,0,1,6,1,316,1.0,109,93,34,1
0,39,39,6,5,7,1,1,6,2,249,2.0,103,29,34,1
0,33,32,2,1,7,1,1,6,1,249,1.0,112,130,34,1
0,37,37,0,0,2,7,3,3,1,316,1.0,72,29,34,1
0,52,52,3,5,9,8,0,5,1,249,1.0,103,62,34,1
0,25,25,9,0,3,5,0,2,1,249,1.0,92,142,34,1
0,16,15,0,0,1,0,0,5,1,174,1.0,48,93,34,1
1,19,19,1,3,12,16,1,6,1,249,1.0,112,29,34,1
0,4,4,6,5,6,4,1,5,2,179,1.0,103,130,34,0
0,36,34,2,1,1,0,1,6,1,0,1.0,92,29,34,1
0,21,23,4,1,2,7,5,2,1,316,1.0,92,62,34,1
0,33,32,2,1,6,4,1,6,2,249,2.0,103,93,34,1
0,7,8,7,3,2,7,1,2,1,249,1.0,111,62,34,1
0,33,32,2,1,3,5,1,6,1,249,1.0,72,80,34,1
7,50,51,0,0,9,8,0,5,1,174,0.0,112,130,43,1
0,37,37,0,0,8,3,1,6,1,316,1.0,103,107,34,1
1,3,2,3,5,15,10,0,5,2,174,0.0,92,29,43,1
1,36,34,2,1,15,10,1,2,1,303,1.0,92,142,34,1
0,30,35,7,3,2,7,1,6,1,174,1.0,72,130,34,1
0,44,44,1,3,8,3,1,2,1,249,1.0,103,130,34,1
0,19,19,1,3,7,1,0,5,1,174,1.0,24,29,34,1
0,49,49,6,5,2,7,3,6,1,316,1.0,72,62,34,1
7,4,4,6,5,9,8,0,5,1,174,0.0,110,62,23,1
0,36,34,2,1,1,0,0,5,1,316,1.0,92,62,34,1
7,22,22,7,3,9,8,0,5,1,174,0.0,98,103,43,1
0,4,4,6,5,4,2,0,5,2,127,2.0,103,142,34,1
0,49,49,6,5,2,7,2,2,1,0,1.0,67,142,34,1
